quote_id,text,article_title,source,manual_score,notes
q6dLcxYCTKMIfZwAUwa8,"They’re very aware of our resources of what we have, and they very much want to be able to benefit from those.",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
q8XSLOBg9IX1bl8EceZA,"Today’s decision will help our people heal much sooner, as we continue to rebuild and recover,","Hawaii court rules against insurance companies in Maui wildfire, allowing $4B settlement to proceed",AP News,,
qDKDeuJqrepnDKS3tAUE,"The mountain has long been an honored ancestor, a source of physical, cultural and spiritual sustenance and a final resting place,","A New Zealand mountain is granted personhood, recognizing it as sacred for Māori",AP News,,
qjJfwYGDVVtCEwnoZiXN,Bowser Kaboom Squad,Gaming,NPR,,
qqqfaIbqgNaKqV3Lmsq5,"Only tradition explains our stubborn attachment to the penny. But sometimes traditions get ridiculous,","So long, penny! Trump orders US to ditch 1-cent coin after decades of complaints",AP News,,
qvfMOISrwO7bq2290LdZ,"their resolute commitment to the complete denuclearization of the DPRK,",North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,,
qvgtMXlA9IsGlZo5MpIa,for the most part,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
r1hREPVA7miK9fStLZDG,"The legal theory they’re using against Israel has no limits and we’re next,",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
rBLZXcPQnsANaSQnI0pm,"It’s like there’s an engine in you and you feel like it’s always running, and you can’t turn it off except with medication,",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
rBqKsCGocCq2sJGTmlUw,"victory over Hamas,",Middle East,NPR,,
rE3npNEfYn4orz1rlltb,immediate threat to life,Moment victim's family attacks murder suspect in court,Unknown Source,,
rHi5uJScMFK3lzzh3Blo,"And that’s to say nothing of the social, collective trauma that people experienced.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
rIUyNoeVlya4Gpa4akuE,"Sgt. Durham embodied the highest traditions of the Marine Corps — exemplifying composure, intelligence, and selfless leadership,",US Marine from California identified as one of 4 people killed in Philippines plane crash,AP News,,
rIwJShHoDIxk5ruH3oxg,maximum pressure,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
rP9cRRlOLYH9ua44QBr0,Sharpiegate.,Climate,NPR,,
rdVr0Vu3dzix5wtPYTb7,"Carbon capture and storage projects are nothing more than an opportunistic scheme to make vast sums of money from a problem that arguably does not exist,",Efforts to put carbon dioxide underground face less support in Trump’s second term,AP News,,
reLJ5p5yiZ9qvulyMPhP,a living and indivisible whole.,"A New Zealand mountain is granted personhood, recognizing it as sacred for Māori",AP News,,
rgB0pm3hJsYpH3EuCj0P,"whoever committed the most terrible massacre on our land will find himself losing his land forever. Now we will act to finally bury, with God's help, the dangerous idea of a Palestinian state.","Jeremy Bowen: Trump's Gaza plan won't happen, but it will have consequences",Unknown Source,,
rjmc8HKdgM5CNieBE22W,"The resolution of this critical issue allows the global settlement to now move forward, putting money into the hands of the Maui fire victims sooner than later.","Hawaii court rules against insurance companies in Maui wildfire, allowing $4B settlement to proceed",AP News,,
rmTW4P6ZkqG0p2LY4P8U,Trump shock again,Business,NPR,,
rtQIRwUqTJWENB6XVGAg,"Automation is a big threat for our community, considering that we are in these low-paying sectors that are actually very vulnerable and don’t really offer much opportunities for economic mobility,",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
s5RTWteKafvYNPpiZeQC,second fiddle',Art & Design,NPR,,
s6jBEhwbgO2o5W8PCdhD,"We’re going to find billions, hundreds of billions of dollars of fraud and abuse,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
sBCsOFpfu1TJpvZzfqfY,"If the ICC could no longer continue its work now, that would be one of the biggest joys for (Russian President Vladimir) Putin,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
sNkUKJqwBf9jyJIfrQ8a,"We can document the destruction that this executive order has caused,",Volunteers are now tracking what’s already been lost in the USAID freeze,AP News,,
sR6f6YnOhlK36fP4Aknl,"Their bones were not whole anymore, but we placed them in a little box and brought them here.",Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
sl92aZN3iFknXp5vxtCl,"Checkpoints are a tool we use in the fight against terror, enabling civilian movement while providing a layer of screening to prevent terrorists from escaping,",More Israeli checkpoints are slicing up the West Bank,AP News,,
sn4vNmzc34vdw7vbl9vw,"due to the citizens’ high interest to learn the results,",Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,,
soWPSa6R1NIjJ1iCo5q4,a flagrant violation of international law,Trump says no right of return for Palestinians under Gaza plan,BBC,,
suWx4LjHyK2Qujc8ZocH,"not intelligent, wise or honorable.","With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
sx13AZ6fpDy2hEXoted6,We demand an investigation,"Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
t23vk8GTFkMMF2x1rPZR,until further notice,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
t2wmQ6TvDdLyK8E7hmE1,dangerous precedent,Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
t5VVHGi2Ry0nYOW5pvx8,transgressions.,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
tBwVI5j5nYLbPgixJS1F,"The order also raises serious First Amendment concerns because it puts people in the United States at risk of harsh penalties for helping the court identify and investigate atrocities committed anywhere, by anyone.",Trump signs order imposing sanctions on International Criminal Court over investigations of Israel,AP News,,
tIsRbA6KR7okYkodLRHl,"We need to realign the state institutions so that they work for the citizens, not for temporary figures perched in power.",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
tL2L7mXyBl9HOsv6kPIT,"Trump’s executive order borrows a page out of Russia’s playbook, which has sought to obstruct the court’s work through arrest warrants against its judges and prosecutor,",ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
tLStHkfzQXwtxZEWNsYy,where they were supposed to be,Trial witness identifies Rushdie stabbing suspect as being responsible,BBC,,
tNxmE2a7tmmV0hcWHyTp,Something has to happen. It’s not sustainable. And I’m changing it.,Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
tPtLHIa7dJMOzScsd5VL,the foundations of people,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
tZpPMVq2k2r8DJMqOkzy,chore simulator.,Gaming,NPR,,
tnZ1UtXrWbFvFFZRRaiE,The fragile political status quo has changed.,Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
tqa1awdI7jgSFRJLIie4,"The relationship between China and the Cook Islands is not directed against any third party and should not be subject to or disrupted by any third party,",China says a visit by Cook Islands’ prime minister isn’t meant to antagonize others in South Pacific,AP News,,
uJxjsRGouJXMJKwGlurT,only the latest in a series of unprecedented and escalatory attacks aiming to undermine the Court.’,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
uKaydnjsNSAt7tnO4Vrp,"We’re treated like any other private car,",More Israeli checkpoints are slicing up the West Bank,AP News,,
uRTSpJN4TGrLAxclraAK,"It's economic nonsense, obviously, but he's believed it for decades â and he's now surrounded by people who will support him.",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
ubSTOTD9wp9TYRbNljZQ,anticipatory obedience.,Culture,NPR,,
uhTGUR5MQesybFwUNWw8,"I'm supportive of the Trump administration's efforts to reform and restructure the agency in a way that better serves US national security interests,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
uoLl6vxCjLAVYQdYC0tI,very clear echoes,UN official says Sudan paramilitary group is preventing life-saving aid from famine-hit Darfur,AP News,,
v7mkAoMqbEF8yH7cScku,hostages square,"Hamas says it will delay the release of more hostages, putting Gaza ceasefire at risk",AP News,,
vNOXimMxcjKKHHG3hkvd,"has abused his pardon power in inexplicable ways to reward his friends and condone corruption, and I deeply believe this pardon sends the wrong message at the wrong time.",Trump is expected to pardon ex-Illinois Gov. Rod Blagojevich 5 years after commuting his sentence,AP News,,
vXJIMH1l2kNaWhUraAns,Trump shock again,NPRWorld,NPR,,
vYTNNiHqliOLFJUBhUhS,"More than my old man, he was my friend. I need him as a friend.","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
vckK02KcSxbXOgVBZa0s,the face and voice,"A New Zealand mountain is granted personhood, recognizing it as sacred for Māori",AP News,,
vg2CcKbbeLXXMbn5fLbA,I'm a nationalist and a globalist,Europe,NPR,,
vjydcpX7Z3ZCMFE8NlEP,They are searching and I must be there for them.,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
vlzbzX1wJj2vP2B6Or18,"Our victory is a sign of the people’s faith in Prime Minister Modi’s vision of progress,",Modi’s party wins most seats in high-stakes New Delhi polls for first time in 27 years,AP News,,
vpDl9WtMOtUwNIKjrTdE,"when I was 19, I hitchhiked across the country on a whim",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
vryrgNmteJnFUU2PfHm0,"In order for these American industries to really remain competitive, not only in domestic markets, but really in the global marketplace, their businesses really depend on investing in innovative solutions like carbon management,",Efforts to put carbon dioxide underground face less support in Trump’s second term,AP News,,
vzvelazsobxyv0Ej8J62,They spread propaganda that the country has been weak. We are strong.,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
w3O81g5VaIXNNR3oZpoe,a magical prevention tool,"HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
w4wFxqB5sj2nV4S0XnIl,"promoting Egypt-US bilateral relations, developments in Gaza and strengthening regional stability",Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
w6PVBi7h46crLrqT4d5T,hang up his hat & sail into the sunset,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
w9YayN3cEwPtBmuTL8sh,"No one has the power to force the Palestinian people to experience a second Nakba,",Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
wApWISrzadCCVRoXo3oE,"In that context, the White House is his biggest investment to date. And he is destabilising the American government now.",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
wAxqF2hys4LQbcTViunj,political indoctrination in classrooms.,National,NPR,,
wG5HtBvK5rfnsAEjS3mZ,After you see what he did with Canada and Mexicoâ¦ Trump basically is saying 'might is right.',Key US trade partners nervously wait for Trump to reveal new tariffs ,BBC,,
wNz6lDPwHc0Rsw67JWTL,I'm a nationalist and a globalist,NPRWorld,NPR,,
wVeDSW9BhA7hiVcTVhpf,"I didn’t ask for a Ph.D. in this,",More Israeli checkpoints are slicing up the West Bank,AP News,,
waYygPXImLiTB6TTgcxy,"We need truth, justice, and an authentic leader who can keep us firmly oriented toward the West!",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
wgBIorAft50dDq0t8f6D,Fork in the Road,Business,NPR,,
wkIuV9NCue5VdWJnBNpf,"They weren’t killed by the rain or rocks, but by the negligence of the authorities and institutions, which had not acted preventively and with responsibility toward our lives, our homes, the nature,","Bosnian students rally for justice, drawing inspiration from anti-graft struggle in Serbia",AP News,,
wpNuFZd0OPf4MtHV19oe,"I like the name to be something that someone looks at and says, ‘Oh, that’s cute,’",What the Westminster show dogs’ names mean,AP News,,
wqiL6dQDLAvfplyvACC7,"I am here to show that women belong in this sport too,",A new skate park in Baghdad is the safe space Iraqi youth have longed for,AP News,,
wrrTOQGoUdhLVpCJIgLo,It was considered a potential trade-off.,More Israeli checkpoints are slicing up the West Bank,AP News,,
wtWK7RY43OqRh4BoWEFh,Make Carbon Dioxide Great Again,Efforts to put carbon dioxide underground face less support in Trump’s second term,AP News,,
wy9uKghDrBWiOnVQix5k,"Knowing Elon as I do, he doesn't want to be number two or number three. He will want to take over,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
wyj5IMqav2CYvD8L2nWR,"Te Urewera is ancient and enduring, a fortress of nature, alive with history; its scenery is abundant with mystery, adventure, and remote beauty,","A New Zealand mountain is granted personhood, recognizing it as sacred for Māori",AP News,,
x3FFgaB1dkgo8U2X0TPc,You have a hell of a lot of guts.,Trump is expected to pardon ex-Illinois Gov. Rod Blagojevich 5 years after commuting his sentence,AP News,,
x5jLaL1iJbUGyPxbKh2Z,"You can fly to Paris while we’re not reaching our homes,",More Israeli checkpoints are slicing up the West Bank,AP News,,
x6igMLxSYMxEekV7whzy,"It’s an absolute stain on our national honor that we’ve pulled the rug out from under people who have patiently been awaiting relocation and those here in the US who have recently arrived,",They helped US order airstrikes against Taliban. Now Trump’s moves have left those Afghans in limbo,AP News,,
xBQtQseiPmjkHUptUEyH,the war machine which is stirring up the tragic situation of Ukraine.,North Korea’s Kim slams US-South Korea-Japan partnership and vows to boost his nuclear program,AP News,,
xKgbkIrWVPdMcn2Z7znO,arrange the release of arbitrarily detained U.N. personnel and ensure that the necessary conditions are in place to deliver critical humanitarian support,UN suspends its humanitarian work in Houthi rebels’ stronghold in Yemen after more staff detentions,AP News,,
xUOlBN6CHhLu2ADiyvHP,war will take a regional dimension.,Could a rebellion in eastern Congo widen into a regional war?,AP News,,
xdx6sp2V1pPG045HwGXx,"I cannot think of any precedent where a presidential administration has essentially handed over the reins to a private citizen, to remake and take control of the executive branch as they see fit,",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
xfsiB8qbwKwOeKOf5Cqf,"Dad trained us on survival,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
xjVEiSE7AQBYecX5VvpD,"President Trump came with a completely different vision, much better for the State of Israel, a revolutionary and creative vision, which we are discussing. He is very determined to carry it out. This also opens many possibilities before us.",Trump says no right of return for Palestinians under Gaza plan,BBC,,
xjymzfmzSpky1uiumOtB,Riviera of the Middle East.,Trump has unleashed chaos by distraction upon the international community. That’s no accident,AP News,,
xs4xRkV9j6z4mJhAXF3J,"I found two skeletons that are currently at the morgue under judicial protection,","Paraguay’s disappeared: A dictator’s shadow is a roadblock for justice, but a few keep up the fight",AP News,,
xyk3nDUmtbOxyNduu3XF,"I looked up to Whitney and Mariah and Celine endlessly,",Music Features,NPR,,
y2xWHcfdeXzl8IuY6YpY,"I'm talking about starting to build, and I think I could make a deal with Jordan. I think I could make a deal with Egypt. You know, we give them billions and billions of dollars a year.",Trump says no right of return for Palestinians under Gaza plan,BBC,,
y5c4hZXYvTXvFLOPBuV2,human rights violations,NPRWorld,NPR,,
y9fznVuCodzPVtWnxvtg,He reports in.,Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
yBbgHFlVl9xS7bLBExRj,"We will see a surge in this disease,","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
yFZZIWClbXyxF9yFKZLg,"We haven’t had (federal) adult ADHD data in a long time,",Rise in diagnoses is prompting more US adults to ask: ‘Do I have ADHD?’,AP News,,
yJomF7p0e1fpMoGav4lM,nook of the dead,Peru’s disappeared: Dozens look for relatives lost to violence. A woman who knows their sorrow helps,AP News,,
ybmHsja7gSw7yMsdAUBy,"There are programs underway and expectations and we might even say commitments, and to break commitments is a serious thing,",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
ycmiUyDV6I6Aj8RNqye6,We are going to wipe out Israel.,"With Trump in the White House, Iranians mark the anniversary of the 1979 Islamic Revolution",AP News,,
yfR38jLGBhHqFfDIv4Kk,"The comments from Elon Musk have been particularly cutting, calling us a 'criminal organisation' that needs to 'die,''",Trump ally Musk is remaking government - but will they clash?,Unknown Source,,
ymsOzOj7MJxph9alodXE,The Idea of Europe,Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
ymuaZLNcGKLxLDP57fUt,not only unacceptable but criminal,NewsNews,Unknown Source,,
yoWpwec23QyITWaDgvPc,self defense,War-torn Lebanon forms its first government in over 2 years to end deadlock,AP News,,
yqkdOdBrP9VskIGSJjh3,human rights violations,NPRWorld,NPR,,
yx7x8JUDN0vnhGbXwOjy,"So I think it’s incumbent on us first of all as human beings, as citizens, as believers, and in our case, as Christians.",Vatican charity says Trump administration’s gutting of USAID is ‘reckless’ and could kill millions,AP News,,
z0LYBDAhvnvvmWvxfwWH,"Pretty much any Saturday that The Roots aren't touring and they're taping, I'm in the audience watching,",Television,NPR,,
z8iwqQK9EjFMdb9Uy0AP,"Whatever this is, they’ve planned it well,",More Israeli checkpoints are slicing up the West Bank,AP News,,
zB1MdIWyzNWdtSVeHSRc,Sly will be ... the first domino in a long list of people that will self-sabotage.,Movies,NPR,,
zI5qgGe7z8F7zWo4IAds,tangible and significant consequences,ICC condemns sanctions by Trump administration and pledges to continue its work,AP News,,
zMTPTfoXjJTtwUMsLaJU,"Yeah it is,",Trump says he is serious about Canada becoming 51st state in Super Bowl interview,AP News,,
zR5KLdXtaByGt8nrxFKY,"Classic, reliable and excellent — that’s Mercedes.",What the Westminster show dogs’ names mean,AP News,,
zRijRtEhHiqNobEubP3B,the trailblazing women of Saudi Arabia,The Two-Way,NPR,,
zUESUd0uYeXIUrrqsavH,people definitely still have faith in Belgrade and trust that Srpska Lista will balance the scales in the process of solving our problems.,Kosovo’s prime minister looks for allies for new Cabinet after failing to win parliamentary majority,AP News,,
zahZvJ68AtQfSprYH6za,We must get everyone out as quickly as possible.,Middle East latest: Hamas says it will delay hostage release set for Saturday,AP News,,
zcNoKP3rJ1XlXTMJTpt2,long-lasting and highly negative,Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
zfNqvDZLumDQUmfaxwDC,"None of our partners will understand why Romania is dismissing its president when the process for electing a new president has already begun,",Romanian President Klaus Iohannis announces resignation after pressure by populists,AP News,,
zir6E4DIXiu7tmaHeHOs,Mauni Amavasya,Asia,NPR,,
zkT937OSWBcoV7wqmQaW,Think of it as a real estate development for the future. It would be a beautiful piece of land. No big money spent.,Trump says no right of return for Palestinians under Gaza plan,BBC,,
zkqNeZz4z0F1JFPhlSOC,"That’s the landscape that we’re looking to navigate through. It’s why it’s so important that we make sure that we have a strong value program,",McDonald’s improving global sales help to offset US weakness in fourth quarter,AP News,,
zpnnx0CylFP12h28MnJf,"I have not yet heard of any European country committing to step in, but I know they are listening and trying to see where they can come in because they care about rights, about humanity.","HIV infections could jump over 6 times if US support is dropped and not replaced, UNAIDS chief says",AP News,,
zyIoCpCSNIC2N7VG71kC,"Latinos, who traditionally are the ones impacted, have made great progress as we become more educated, more skilled.",Latino workers working to overcome a technological divide brought on by automation and AI,AP News,,
