quote_id,quote,article_title,source,total_score,emotional_weight,interpretative_space,memorability
qDkMdURACmSEmvv7gmPw,special government employee,Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,0,0,0,0
r07mrP3xfFiXPpELFjOm,What the hell are you doing?,Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,0.6666666667,2,1,1
r0TmA4PgltDYDrGLYkIw,defend British citizens,Brother of British national held in Nigeria says UK has ‘turned its back’,The Guardian,0,0,0,0
r33UmqTgqahvli3p9jpA,"fight among themselves, fight with dogs in private gardens",Contraception for capybaras: Buenos Aires suburb’s rodent plan stirs debate,The Guardian,0.6666666667,1,1,2
rlGFWP7p31qcjjGUeMrw,"We need to be able to get along but part of that is having difficult conversations sometimes, and we don’t. We shouldn’t get along at the expense of pretending racism doesn’t exist, and that’s the key.","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.5,1,1,1
ro69MrIkvhD6Sstibg6I,"There is nothing on the negotiating table that would be worth discussing,",Ukraine recaptures frontline village amid signs of slowing Russian advance,The Guardian,0.6666666667,2,1,1
sD9IcyEUrOlZN0XTIfgk,not statesmanlike,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,0.6666666667,1,2,1
sQ0KA5lnL3eAwUtmL7TT,There was no surrender to outside forces.,Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,0.6666666667,1,2,1
szpDIpD1UGgMp4F1guYU,the gates of hell,Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,0.6666666667,1,1,2
t1muoFhiMWUFYXjCEm4D,"not a consideration, because Poland’s duty to Nato is to protect the eastern flank, ie its own territory.",Macron convenes European leaders for Ukraine summit amid tension with US,The Guardian,0,0,0,0
uJdeC3FM5vohvz8KKOgO,the huge logistical operation to get such vast numbers of people out of here,Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,0.5,1,2,0
upr8R3tYb9jgcTiqnk3k,"But I think we also need to remember on both side of the border, that Indigenous people in Canada are the only ones that can really speak about true sovereignty in this country.",Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,0,0,0,0
vH7aVtLUlhVdrEWT5DkT,"The secretary re-affirmed President Trump’s commitment to finding an end to the conflict in Ukraine,",John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,0,0,0,0
vhzYwjNPviRMoMEGDDQ2,"The current deal is bad but I very much hope it is temporary,",Netanyahu says Israel working closely with US on Trump’s plan for Gaza,The Guardian,0.6666666667,1,2,1
vuwhyuGpj0Moveo97AJN,good proposals,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,0.5,1,1,1
vxE1iEATA9X4QfzgIgTZ,There is a role the UK can play which is in that bridge between European allies and our US allies. We can be that bridge that strengthens that relationship.,John Major accuses US of ‘cuddling’ up to Putin and condemns JD Vance’s Munich speech – as it happened,The Guardian,0,0,0,0
wLXv96WS4FcenumLdzPG,"When crisis and conflict came, we answered the call. Indigenous people volunteered more than any other group to fight alongside their allies in both world wars,",Trump’s comments on Canada prompt surge of patriotism – in a Canadian way,The Guardian,0,0,0,0
woQRawSV0zUnPrjmWCSH,not been taken into account,Contraception for capybaras: Buenos Aires suburb’s rodent plan stirs debate,The Guardian,0.8333333333,2,1,2
x8hH6hKb6UKNWYdI8Hwu,"a huge reluctance to use the word,","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.8333333333,1,2,2
xP2yysVujOBHoN28vLLw,that these are exercises that are always ongoing,Zelenskyy says Russia will ‘wage war on Nato’ if US support for Ukraine wanes,The Guardian,0.3333333333,1,1,0
xPZsserufJa44ytd7EKG,a prelude to consecrating division,Egypt draws up Gaza reconstruction plan that would exclude Hamas,The Guardian,0.6666666667,1,2,1
xlH4JXLQXfjE9uEtvcFg,"I’m a bit sick of people telling me, ‘Stop talking about racism, because you’re disrupting the social cohesion.’","Australia is going backwards on race but ‘social cohesion’ is not the answer, commissioner warns",The Guardian,0.5,1,1,1
